UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,MES,TIPO_DESENROLA,NUMERO_OPERACOES,VOLUME_OPERACOES,CLUSTER,BIMESTRE,TICKET_MEDIO
ES,NUBANK,2024-08,1,17,875.59,0,2024-B4,51.50529411764706
ES,SANTANDER,2024-08,1,33,38345.88,0,2024-B4,1161.9963636363636
ES,SANTANDER,2024-08,3,48,456550.62,0,2024-B4,9511.47125
ES,VOTORANTIM,2024-08,2,1,782.53,0,2024-B4,782.53
GO,BB,2024-08,1,1,202.01,0,2024-B4,202.01
GO,BB,2024-08,2,1,1587.98,0,2024-B4,1587.98
GO,BB,2024-08,3,5,356784.05,0,2024-B4,71356.81
GO,BRADESCO,2024-08,1,19,23338.67,0,2024-B4,1228.3510526315788
GO,BRADESCO,2024-08,2,74,815445.66,0,2024-B4,11019.535945945947
GO,BRADESCO,2024-08,3,198,14822555.75,2,2024-B4,74861.39267676767
GO,BTG PACTUAL,2024-08,1,12,2107.48,0,2024-B4,175.62333333333333
GO,C6 BANK,2024-08,1,1,205.85,0,2024-B4,205.85
GO,CAIXA ECONÔMICA FEDERAL,2024-08,1,1,201.91,0,2024-B4,201.91
GO,CAIXA ECONÔMICA FEDERAL,2024-08,3,13,870967.33,0,2024-B4,66997.48692307693
GO,INTER,2024-08,1,4,741.13,0,2024-B4,185.2825
GO,ITAU,2024-08,1,27,2462.52,0,2024-B4,91.20444444444445
GO,ITAU,2024-08,3,137,1339436.77,0,2024-B4,9776.910729927007
GO,NUBANK,2024-08,1,31,3002.88,0,2024-B4,96.86709677419356
GO,SANTANDER,2024-08,1,45,52268.8,0,2024-B4,1161.528888888889
GO,SANTANDER,2024-08,2,1,102.75,0,2024-B4,102.75
GO,SANTANDER,2024-08,3,107,1413989.37,0,2024-B4,13214.853925233647
GO,VOTORANTIM,2024-08,2,9,17156.77,0,2024-B4,1906.3077777777778
MA,BB,2024-08,1,5,546.69,0,2024-B4,109.33800000000001
MA,BB,2024-08,2,1,196.21,0,2024-B4,196.21
MA,BB,2024-08,3,10,941411.52,0,2024-B4,94141.152
MA,BCO DO NORDESTE DO BRASIL S.A.,2024-08,2,1,5856.91,0,2024-B4,5856.91
MA,BRADESCO,2024-08,1,4,3508.59,0,2024-B4,877.1475
MA,BRADESCO,2024-08,2,31,420359.09,0,2024-B4,13559.970645161291
MA,BRADESCO,2024-08,3,154,13304734.47,0,2024-B4,86394.37967532469
MA,BTG PACTUAL,2024-08,1,6,943.54,0,2024-B4,157.25666666666666
MA,C6 BANK,2024-08,1,1,132.92,0,2024-B4,132.92
MA,C6 BANK,2024-08,2,1,151.44,0,2024-B4,151.44
MA,CAIXA ECONÔMICA FEDERAL,2024-08,3,4,316687.01,0,2024-B4,79171.7525
MA,ITAU,2024-08,1,5,143.26,0,2024-B4,28.651999999999997
MA,ITAU,2024-08,3,28,266752.57,0,2024-B4,9526.8775
MA,NUBANK,2024-08,1,23,1529.29,0,2024-B4,66.4908695652174
MA,SANTANDER,2024-08,1,38,38787.28,0,2024-B4,1020.717894736842
MA,SANTANDER,2024-08,2,1,5636.68,0,2024-B4,5636.68
MA,SANTANDER,2024-08,3,45,506070.03,0,2024-B4,11246.000666666667
MG,BANCO SICOOB,2024-08,1,1,25.11,0,2024-B4,25.11
MG,BB,2024-08,1,3,398.97,0,2024-B4,132.99
MG,BB,2024-08,2,2,7996.21,0,2024-B4,3998.105
MG,BB,2024-08,3,18,1014695.12,0,2024-B4,56371.95111111111
MG,BMG,2024-08,1,3,607.25,0,2024-B4,202.41666666666666
MG,BRADESCO,2024-08,1,42,29629.74,0,2024-B4,705.47
MG,BRADESCO,2024-08,2,180,1183645.0,0,2024-B4,6575.805555555556
MG,BRADESCO,2024-08,3,443,30588952.77,2,2024-B4,69049.55478555305
MG,BTG PACTUAL,2024-08,1,39,5549.61,0,2024-B4,142.2976923076923
MG,C6 BANK,2024-08,1,1,6.79,0,2024-B4,6.79
MG,CAIXA ECONÔMICA FEDERAL,2024-08,1,5,1328.85,0,2024-B4,265.77
MG,CAIXA ECONÔMICA FEDERAL,2024-08,3,45,1928468.41,0,2024-B4,42854.85355555556
MG,CC UNIÃO DO CENTRO OESTE DE MINAS,2024-08,1,1,2115.19,0,2024-B4,2115.19
MG,INTER,2024-08,1,8,831.99,0,2024-B4,103.99875
MG,ITAU,2024-08,1,61,9809.29,0,2024-B4,160.80803278688526
MG,ITAU,2024-08,3,227,2259552.64,0,2024-B4,9953.9763876652
MG,NUBANK,2024-08,1,75,6320.11,0,2024-B4,84.26813333333332
MG,SANTANDER,2024-08,1,160,176160.85,0,2024-B4,1101.0053125
MG,SANTANDER,2024-08,2,1,42.6,0,2024-B4,42.6
MG,SANTANDER,2024-08,3,251,2450767.37,0,2024-B4,9764.013426294821
MG,VOTORANTIM,2024-08,2,8,22344.71,0,2024-B4,2793.08875
MS,BB,2024-08,2,1,203.98,0,2024-B4,203.98
MS,BB,2024-08,3,2,12260.47,0,2024-B4,6130.235
MS,BRADESCO,2024-08,1,18,10084.17,0,2024-B4,560.2316666666667
MS,BRADESCO,2024-08,2,61,633084.56,0,2024-B4,10378.435409836067
MS,BRADESCO,2024-08,3,138,9783910.06,0,2024-B4,70897.89898550724
MS,BTG PACTUAL,2024-08,1,7,870.32,0,2024-B4,124.33142857142857
MS,CAIXA ECONÔMICA FEDERAL,2024-08,1,2,402.72,0,2024-B4,201.36
MS,CAIXA ECONÔMICA FEDERAL,2024-08,3,5,234250.81,0,2024-B4,46850.162
MS,ITAU,2024-08,1,9,740.73,0,2024-B4,82.30333333333334
MS,ITAU,2024-08,3,15,320734.27,0,2024-B4,21382.284666666666
MS,NUBANK,2024-08,1,22,1450.98,0,2024-B4,65.95363636363636
MS,SANTANDER,2024-08,1,35,35394.79,0,2024-B4,1011.2797142857144
MS,SANTANDER,2024-08,3,42,316411.3,0,2024-B4,7533.60238095238
MS,VOTORANTIM,2024-08,1,1,203.74,0,2024-B4,203.74
MS,VOTORANTIM,2024-08,2,4,20096.67,0,2024-B4,5024.1675
MT,BB,2024-08,1,2,402.77,0,2024-B4,201.385
MT,BB,2024-08,2,1,7411.55,0,2024-B4,7411.55
MT,BB,2024-08,3,12,967665.52,0,2024-B4,80638.79333333333
MT,BRADESCO,2024-08,1,1,614.72,0,2024-B4,614.72
MT,BRADESCO,2024-08,2,35,447193.42,0,2024-B4,12776.954857142857
MT,BRADESCO,2024-08,3,140,9625161.3,0,2024-B4,68751.15214285714
MT,BTG PACTUAL,2024-08,1,5,752.46,0,2024-B4,150.49200000000002
MT,CAIXA ECONÔMICA FEDERAL,2024-08,3,6,375687.19,0,2024-B4,62614.53166666667
MT,INTER,2024-08,1,1,130.38,0,2024-B4,130.38
MT,ITAU,2024-08,1,10,3967.54,0,2024-B4,396.754
MT,ITAU,2024-08,3,17,78469.08,0,2024-B4,4615.828235294118
MT,NUBANK,2024-08,1,18,1246.51,0,2024-B4,69.25055555555555
MT,SANTANDER,2024-08,1,19,19920.3,0,2024-B4,1048.4368421052632
MT,SANTANDER,2024-08,3,50,820177.29,0,2024-B4,16403.5458
PA,BB,2024-08,1,1,177.68,0,2024-B4,177.68
PA,BB,2024-08,3,8,1452357.76,0,2024-B4,181544.72
PA,BMG,2024-08,1,1,200.91,0,2024-B4,200.91
PA,BRADESCO,2024-08,1,6,1285.53,0,2024-B4,214.255
PA,BRADESCO,2024-08,2,37,1159376.73,0,2024-B4,31334.506216216214
PA,BRADESCO,2024-08,3,196,16331443.78,2,2024-B4,83323.69275510203
PA,BTG PACTUAL,2024-08,1,10,1387.36,0,2024-B4,138.736
PA,CAIXA ECONÔMICA FEDERAL,2024-08,3,7,503999.66,0,2024-B4,71999.95142857142
PA,INTER,2024-08,1,7,867.71,0,2024-B4,123.95857142857143
PA,ITAU,2024-08,1,13,635.51,0,2024-B4,48.885384615384616
PA,ITAU,2024-08,3,22,199435.51,0,2024-B4,9065.250454545456
PA,NUBANK,2024-08,1,34,3342.89,0,2024-B4,98.32029411764705
PA,SANTANDER,2024-08,1,40,43604.18,0,2024-B4,1090.1045
PA,SANTANDER,2024-08,2,2,43.2,0,2024-B4,21.6
PA,SANTANDER,2024-08,3,55,475577.15,0,2024-B4,8646.857272727273
PA,VOTORANTIM,2024-08,2,2,10047.65,0,2024-B4,5023.825
PB,BB,2024-08,1,3,410.59,0,2024-B4,136.86333333333332
PB,BB,2024-08,2,1,201.12,0,2024-B4,201.12
PB,BB,2024-08,3,1,37337.39,0,2024-B4,37337.39
PB,BMG,2024-08,1,1,202.85,0,2024-B4,202.85
PB,BRADESCO,2024-08,1,10,3696.97,0,2024-B4,369.697
PB,BRADESCO,2024-08,2,22,172954.48,0,2024-B4,7861.567272727273
PB,BRADESCO,2024-08,3,72,3537226.41,0,2024-B4,49128.144583333335
PB,BTG PACTUAL,2024-08,1,9,1246.54,0,2024-B4,138.50444444444443
PB,CAIXA ECONÔMICA FEDERAL,2024-08,1,1,68.95,0,2024-B4,68.95
PB,CAIXA ECONÔMICA FEDERAL,2024-08,3,10,543489.41,0,2024-B4,54348.941000000006
PB,INTER,2024-08,1,2,278.06,0,2024-B4,139.03
PB,ITAU,2024-08,1,8,1530.81,0,2024-B4,191.35125
PB,ITAU,2024-08,3,21,210305.91,0,2024-B4,10014.567142857142
PB,NUBANK,2024-08,1,22,2226.8,0,2024-B4,101.21818181818183
PB,SANTANDER,2024-08,1,18,20780.71,0,2024-B4,1154.483888888889
PB,SANTANDER,2024-08,3,45,750632.46,0,2024-B4,16680.72133333333
PB,VOTORANTIM,2024-08,2,2,3507.7,0,2024-B4,1753.85
PE,BB,2024-08,1,5,833.65,0,2024-B4,166.73
PE,BB,2024-08,3,6,155000.25,0,2024-B4,25833.375
PE,BCO DO NORDESTE DO BRASIL S.A.,2024-08,3,1,24115.14,0,2024-B4,24115.14
PE,BRADESCO,2024-08,1,10,5011.15,0,2024-B4,501.11499999999995
PE,BRADESCO,2024-08,2,70,771503.5,0,2024-B4,11021.478571428572
PE,BRADESCO,2024-08,3,169,12097161.11,0,2024-B4,71580.8349704142
PE,BTG PACTUAL,2024-08,1,16,2482.6,0,2024-B4,155.1625
PE,CAIXA ECONÔMICA FEDERAL,2024-08,1,4,742.8,0,2024-B4,185.7
PE,CAIXA ECONÔMICA FEDERAL,2024-08,3,9,1771066.88,0,2024-B4,196785.20888888888
PE,INTER,2024-08,1,5,776.42,0,2024-B4,155.284
PE,ITAU,2024-08,1,27,6285.58,0,2024-B4,232.79925925925926
PE,ITAU,2024-08,3,92,1437774.46,0,2024-B4,15627.983260869565
PE,NUBANK,2024-08,1,45,4018.56,0,2024-B4,89.30133333333333
PE,SANTANDER,2024-08,1,87,72233.3,0,2024-B4,830.267816091954
PE,SANTANDER,2024-08,3,127,1251999.03,0,2024-B4,9858.260078740157
PE,VOTORANTIM,2024-08,2,2,7541.36,0,2024-B4,3770.68
PI,BB,2024-08,1,1,74.14,0,2024-B4,74.14
PI,BB,2024-08,3,9,478035.76,0,2024-B4,53115.084444444445
PI,BRADESCO,2024-08,1,2,2245.75,0,2024-B4,1122.875
PI,BRADESCO,2024-08,2,10,55604.16,0,2024-B4,5560.416
PI,BRADESCO,2024-08,3,64,5019933.32,0,2024-B4,78436.458125
PI,BTG PACTUAL,2024-08,1,6,909.45,0,2024-B4,151.57500000000002
PI,C6 BANK,2024-08,2,3,482.83,0,2024-B4,160.94333333333333
PI,CAIXA ECONÔMICA FEDERAL,2024-08,1,1,260.88,0,2024-B4,260.88
PI,CAIXA ECONÔMICA FEDERAL,2024-08,3,4,85725.45,0,2024-B4,21431.3625
PI,ITAU,2024-08,1,1,161.54,0,2024-B4,161.54
PI,ITAU,2024-08,3,14,66911.91,0,2024-B4,4779.422142857143
PI,NUBANK,2024-08,1,17,1632.33,0,2024-B4,96.01941176470588
PI,SANTANDER,2024-08,1,13,16883.43,0,2024-B4,1298.7253846153847
PI,SANTANDER,2024-08,3,19,164514.07,0,2024-B4,8658.635263157896
PI,VOTORANTIM,2024-08,2,2,2618.2,0,2024-B4,1309.1
PR,BANCO SICOOB,2024-08,1,1,210.65,0,2024-B4,210.65
PR,BB,2024-08,1,2,402.71,0,2024-B4,201.355
PR,BB,2024-08,3,9,551958.47,0,2024-B4,61328.718888888885
PR,BRADESCO,2024-08,1,21,14318.09,0,2024-B4,681.8138095238095
PR,BRADESCO,2024-08,2,98,931436.19,0,2024-B4,9504.450918367347
PR,BRADESCO,2024-08,3,457,36312374.85,2,2024-B4,79458.15065645514
PR,BTG PACTUAL,2024-08,1,22,2652.34,0,2024-B4,120.56090909090909
PR,CAIXA ECONÔMICA FEDERAL,2024-08,1,3,770.97,0,2024-B4,256.99
PR,CAIXA ECONÔMICA FEDERAL,2024-08,3,35,2033401.04,0,2024-B4,58097.17257142857
PR,INTER,2024-08,1,5,812.39,0,2024-B4,162.478
PR,ITAU,2024-08,1,37,4277.33,0,2024-B4,115.6035135135135
PR,ITAU,2024-08,3,226,2708127.25,0,2024-B4,11982.863938053097
PR,NUBANK,2024-08,1,68,5231.7,0,2024-B4,76.93676470588235
PR,SANTANDER,2024-08,1,73,88377.31,0,2024-B4,1210.6480821917808
PR,SANTANDER,2024-08,3,168,2081067.62,0,2024-B4,12387.307261904763
PR,VOTORANTIM,2024-08,2,14,28703.65,0,2024-B4,2050.2607142857146
RJ,BB,2024-08,1,4,650.63,0,2024-B4,162.6575
RJ,BB,2024-08,2,1,202.09,0,2024-B4,202.09
RJ,BB,2024-08,3,7,124413.61,0,2024-B4,17773.37285714286
RJ,BMG,2024-08,1,1,203.35,0,2024-B4,203.35
RJ,BRADESCO,2024-08,1,39,30110.9,0,2024-B4,772.074358974359
RJ,BRADESCO,2024-08,2,285,2504760.16,0,2024-B4,8788.632140350877
RJ,BRADESCO,2024-08,3,556,48155070.06,2,2024-B4,86609.83823741008
RJ,BTG PACTUAL,2024-08,1,33,4018.94,0,2024-B4,121.7860606060606
RJ,BTG PACTUAL,2024-08,2,1,1779.89,0,2024-B4,1779.89
RJ,C6 BANK,2024-08,2,5,1259.26,0,2024-B4,251.852
RJ,CAIXA ECONÔMICA FEDERAL,2024-08,1,3,595.29,0,2024-B4,198.42999999999998
RJ,CAIXA ECONÔMICA FEDERAL,2024-08,3,35,2781025.43,0,2024-B4,79457.86942857143
RJ,INTER,2024-08,1,6,806.25,0,2024-B4,134.375
RJ,ITAU,2024-08,1,139,17764.44,0,2024-B4,127.80172661870503
RJ,ITAU,2024-08,2,1,173.34,0,2024-B4,173.34
RJ,ITAU,2024-08,3,338,3669846.84,0,2024-B4,10857.535029585799
RJ,NUBANK,2024-08,1,125,10791.89,0,2024-B4,86.33511999999999
RJ,SANTANDER,2024-08,1,253,247164.75,0,2024-B4,976.9357707509881
RJ,SANTANDER,2024-08,3,346,4447395.12,0,2024-B4,12853.743121387284
RJ,VOTORANTIM,2024-08,2,9,37476.94,0,2024-B4,4164.104444444445
RN,BB,2024-08,1,3,405.91,0,2024-B4,135.30333333333334
RN,BB,2024-08,3,8,200962.18,0,2024-B4,25120.2725
RN,BRADESCO,2024-08,1,5,5256.76,0,2024-B4,1051.352
RN,BRADESCO,2024-08,2,15,208521.82,0,2024-B4,13901.454666666667
RN,BRADESCO,2024-08,3,47,3590079.1,0,2024-B4,76384.66170212766
RN,BTG PACTUAL,2024-08,1,7,1185.85,0,2024-B4,169.40714285714284
RN,CAIXA ECONÔMICA FEDERAL,2024-08,3,9,200925.81,0,2024-B4,22325.09
RN,INTER,2024-08,1,4,752.54,0,2024-B4,188.135
RN,ITAU,2024-08,1,7,606.17,0,2024-B4,86.59571428571428
RN,ITAU,2024-08,3,14,57272.34,0,2024-B4,4090.8814285714284
RN,NUBANK,2024-08,1,30,2520.39,0,2024-B4,84.01299999999999
RN,SANTANDER,2024-08,1,28,36813.08,0,2024-B4,1314.7528571428572
RN,SANTANDER,2024-08,3,53,820569.72,0,2024-B4,15482.447547169812
RN,VOTORANTIM,2024-08,2,2,6541.9,0,2024-B4,3270.95
RO,BRADESCO,2024-08,1,1,333.69,0,2024-B4,333.69
RO,BRADESCO,2024-08,2,7,99984.16,0,2024-B4,14283.451428571429
RO,BRADESCO,2024-08,3,32,2258964.35,0,2024-B4,70592.6359375
RO,BTG PACTUAL,2024-08,1,2,384.1,0,2024-B4,192.05
RO,CAIXA ECONÔMICA FEDERAL,2024-08,3,2,23856.61,0,2024-B4,11928.305
RO,CCLA DO CENTRO SUL RONDONIENSE,2024-08,1,1,39.25,0,2024-B4,39.25
RO,INTER,2024-08,1,1,201.74,0,2024-B4,201.74
RO,ITAU,2024-08,1,6,3318.39,0,2024-B4,553.0649999999999
RO,ITAU,2024-08,3,16,55084.3,0,2024-B4,3442.76875
RO,NUBANK,2024-08,1,18,1540.01,0,2024-B4,85.55611111111111
RO,SANTANDER,2024-08,1,18,25839.93,0,2024-B4,1435.5516666666667
RO,SANTANDER,2024-08,3,13,176100.33,0,2024-B4,13546.17923076923
RO,VOTORANTIM,2024-08,2,1,654.6,0,2024-B4,654.6
RR,BRADESCO,2024-08,2,2,11241.13,0,2024-B4,5620.565
RR,BRADESCO,2024-08,3,8,1092161.73,0,2024-B4,136520.21625
RR,BTG PACTUAL,2024-08,1,1,177.96,0,2024-B4,177.96
RR,CAIXA ECONÔMICA FEDERAL,2024-08,3,4,198833.56,0,2024-B4,49708.39
RR,ITAU,2024-08,1,1,673.74,0,2024-B4,673.74
RR,ITAU,2024-08,3,11,76044.73,0,2024-B4,6913.157272727272
RR,NUBANK,2024-08,1,6,454.75,0,2024-B4,75.79166666666667
RR,SANTANDER,2024-08,1,4,5053.99,0,2024-B4,1263.4975
RR,SANTANDER,2024-08,3,6,22815.88,0,2024-B4,3802.646666666667
RR,VOTORANTIM,2024-08,2,1,12498.04,0,2024-B4,12498.04
RS,BANRISUL,2024-08,1,2,155.51,0,2024-B4,77.755
RS,BB,2024-08,1,1,0.95,0,2024-B4,0.95
RS,BB,2024-08,3,6,544430.44,0,2024-B4,90738.40666666666
RS,BRADESCO,2024-08,1,3,254.37,0,2024-B4,84.79
RS,BRADESCO,2024-08,2,46,641223.29,0,2024-B4,13939.636739130436
RS,BRADESCO,2024-08,3,618,42626397.74,2,2024-B4,68974.75362459547
RS,BTG PACTUAL,2024-08,1,20,2896.6,0,2024-B4,144.82999999999998
RS,C6 BANK,2024-08,1,1,173.65,0,2024-B4,173.65
RS,C6 BANK,2024-08,2,1,203.19,0,2024-B4,203.19
RS,CAIXA ECONÔMICA FEDERAL,2024-08,1,3,503.24,0,2024-B4,167.74666666666667
RS,CAIXA ECONÔMICA FEDERAL,2024-08,3,33,2176129.17,0,2024-B4,65943.30818181818
RS,INTER,2024-08,1,1,50.52,0,2024-B4,50.52
RS,ITAU,2024-08,1,28,1834.71,0,2024-B4,65.52535714285715
RS,ITAU,2024-08,3,114,1297905.92,0,2024-B4,11385.139649122806
RS,NUBANK,2024-08,1,53,3644.76,0,2024-B4,68.76905660377359
RS,SANTANDER,2024-08,1,82,77477.93,0,2024-B4,944.8528048780487
RS,SANTANDER,2024-08,3,208,3261300.59,0,2024-B4,15679.329759615384
RS,VOTORANTIM,2024-08,2,6,33408.11,0,2024-B4,5568.018333333333
SC,BB,2024-08,1,2,401.75,0,2024-B4,200.875
SC,BB,2024-08,3,10,487951.16,0,2024-B4,48795.115999999995
SC,BMG,2024-08,1,1,201.9,0,2024-B4,201.9
SC,BRADESCO,2024-08,1,2,1386.3,0,2024-B4,693.15
SC,BRADESCO,2024-08,2,70,950453.25,0,2024-B4,13577.903571428571
SC,BRADESCO,2024-08,3,252,28023877.22,2,2024-B4,111205.86198412698
SC,BTG PACTUAL,2024-08,1,9,1495.56,0,2024-B4,166.17333333333332
SC,C6 BANK,2024-08,2,2,2325.4,0,2024-B4,1162.7
SC,CAIXA ECONÔMICA FEDERAL,2024-08,1,1,203.65,0,2024-B4,203.65
SC,CAIXA ECONÔMICA FEDERAL,2024-08,3,23,1023439.08,0,2024-B4,44497.35130434782
SC,INTER,2024-08,1,2,252.68,0,2024-B4,126.34
SC,ITAU,2024-08,1,15,1541.75,0,2024-B4,102.78333333333333
SC,ITAU,2024-08,3,71,853227.01,0,2024-B4,12017.281830985916
SC,NUBANK,2024-08,1,36,2857.98,0,2024-B4,79.38833333333334
SC,SANTANDER,2024-08,1,46,41683.33,0,2024-B4,906.159347826087
SC,SANTANDER,2024-08,3,85,793212.11,0,2024-B4,9331.907176470588
SC,VOTORANTIM,2024-08,2,7,17176.65,0,2024-B4,2453.807142857143
SE,BB,2024-08,1,2,404.4,0,2024-B4,202.2
SE,BB,2024-08,3,1,29830.45,0,2024-B4,29830.45
SE,BMG,2024-08,1,1,200.47,0,2024-B4,200.47
SE,BRADESCO,2024-08,1,4,2465.85,0,2024-B4,616.4625
SE,BRADESCO,2024-08,2,8,85420.86,0,2024-B4,10677.6075
SE,BRADESCO,2024-08,3,25,536087.66,0,2024-B4,21443.506400000002
SE,BTG PACTUAL,2024-08,1,3,375.03,0,2024-B4,125.00999999999999
SE,C6 BANK,2024-08,1,1,111.77,0,2024-B4,111.77
SE,CAIXA ECONÔMICA FEDERAL,2024-08,3,5,203873.57,0,2024-B4,40774.714
SE,INTER,2024-08,1,2,317.83,0,2024-B4,158.915
SE,ITAU,2024-08,1,6,706.87,0,2024-B4,117.81166666666667
SE,ITAU,2024-08,3,6,196743.2,0,2024-B4,32790.53333333333
SE,NUBANK,2024-08,1,17,1302.46,0,2024-B4,76.61529411764707
SE,SANTANDER,2024-08,1,11,11177.6,0,2024-B4,1016.1454545454545
SE,SANTANDER,2024-08,3,21,197267.88,0,2024-B4,9393.708571428571
SE,VOTORANTIM,2024-08,1,1,202.18,0,2024-B4,202.18
SE,VOTORANTIM,2024-08,2,1,3987.39,0,2024-B4,3987.39
SP,BB,2024-08,1,7,1319.63,0,2024-B4,188.51857142857145
SP,BB,2024-08,2,1,4052.17,0,2024-B4,4052.17
SP,BB,2024-08,3,27,946109.92,0,2024-B4,35041.10814814815
SP,BMG,2024-08,1,1,99.21,0,2024-B4,99.21
SP,BRADESCO,2024-08,1,108,68034.58,0,2024-B4,629.9498148148149
SP,BRADESCO,2024-08,2,883,5430906.67,0,2024-B4,6150.51718006795
SP,BRADESCO,2024-08,3,2517,214562582.21,1,2024-B4,85245.36440603893
SP,BTG PACTUAL,2024-08,1,130,18473.35,0,2024-B4,142.1026923076923
SP,C6 BANK,2024-08,1,10,1873.22,0,2024-B4,187.322
SP,C6 BANK,2024-08,2,4,15138.11,0,2024-B4,3784.5275
SP,CAIXA ECONÔMICA FEDERAL,2024-08,1,9,1720.7,0,2024-B4,191.1888888888889
SP,CAIXA ECONÔMICA FEDERAL,2024-08,3,110,6664895.22,0,2024-B4,60589.956545454545
SP,CC INV DE RONDÔNIA - SICOOB CREDJURD,2024-08,1,2,248.58,0,2024-B4,124.29
SP,INTER,2024-08,1,24,3076.55,0,2024-B4,128.18958333333333
SP,ITAU,2024-08,1,288,34282.26,0,2024-B4,119.03562500000001
SP,ITAU,2024-08,2,2,57.56,0,2024-B4,28.78
SP,ITAU,2024-08,3,1196,14914560.63,2,2024-B4,12470.368419732442
SP,NUBANK,2024-08,1,303,25430.61,0,2024-B4,83.92940594059407
SP,SANTANDER,2024-08,1,643,677019.27,0,2024-B4,1052.9071073094867
SP,SANTANDER,2024-08,2,12,312.68,0,2024-B4,26.05666666666667
SP,SANTANDER,2024-08,3,1438,19582925.76,2,2024-B4,13618.168122392213
SP,VOTORANTIM,2024-08,2,47,123102.0,0,2024-B4,2619.191489361702
TO,BB,2024-08,3,1,73293.86,0,2024-B4,73293.86
TO,BRADESCO,2024-08,2,10,34614.9,0,2024-B4,3461.4900000000002
TO,BRADESCO,2024-08,3,70,5913235.01,0,2024-B4,84474.78585714285
TO,BTG PACTUAL,2024-08,1,2,295.08,0,2024-B4,147.54
TO,CAIXA ECONÔMICA FEDERAL,2024-08,3,4,118054.02,0,2024-B4,29513.505
TO,ITAU,2024-08,3,3,18329.96,0,2024-B4,6109.986666666667
TO,NUBANK,2024-08,1,9,921.07,0,2024-B4,102.34111111111112
TO,SANTANDER,2024-08,1,8,8234.53,0,2024-B4,1029.31625
TO,SANTANDER,2024-08,3,31,1538163.96,0,2024-B4,49618.19225806451
AC,BB,2024-10,1,1,203.49,0,2024-B5,203.49
AC,BB,2024-10,3,1,122453.86,0,2024-B5,122453.86
AC,BRADESCO,2024-10,3,2,282909.69,0,2024-B5,141454.845
AC,NUBANK,2024-10,1,5,536.53,0,2024-B5,107.306
AC,SANTANDER,2024-10,1,3,321.02,0,2024-B5,107.00666666666666
AC,SANTANDER,2024-10,3,4,33325.66,0,2024-B5,8331.415
AC,VOTORANTIM,2024-10,2,1,6815.66,0,2024-B5,6815.66
AL,BB,2024-10,3,1,116672.05,0,2024-B5,116672.05
AL,BRADESCO,2024-10,1,4,794.53,0,2024-B5,198.6325
AL,BRADESCO,2024-10,2,2,671.44,0,2024-B5,335.72
AL,BRADESCO,2024-10,3,16,1093894.45,0,2024-B5,68368.403125
AL,BTG PACTUAL,2024-10,1,4,501.17,0,2024-B5,125.2925
AL,INTER,2024-10,1,1,53.89,0,2024-B5,53.89
AL,ITAU,2024-10,1,1,0.81,0,2024-B5,0.81
AL,NUBANK,2024-10,1,25,997.44,0,2024-B5,39.897600000000004
AL,SANTANDER,2024-10,1,4,191.18,0,2024-B5,47.795
AL,SANTANDER,2024-10,3,4,9596.73,0,2024-B5,2399.1825
AM,BB,2024-10,3,5,517694.17,0,2024-B5,103538.834
AM,BRADESCO,2024-10,1,5,1126.94,0,2024-B5,225.388
AM,BRADESCO,2024-10,2,2,3277.15,0,2024-B5,1638.575
AM,BRADESCO,2024-10,3,39,2091449.95,0,2024-B5,53626.92179487179
AM,BTG PACTUAL,2024-10,1,9,1165.74,0,2024-B5,129.52666666666667
AM,BTG PACTUAL,2024-10,2,1,1912.32,0,2024-B5,1912.32
AM,INTER,2024-10,1,2,292.88,0,2024-B5,146.44
AM,ITAU,2024-10,1,6,932.84,0,2024-B5,155.47333333333333
AM,NUBANK,2024-10,1,44,3487.85,0,2024-B5,79.26931818181818
AM,SANTANDER,2024-10,1,10,632.27,0,2024-B5,63.227
AM,SANTANDER,2024-10,3,11,1008845.65,0,2024-B5,91713.2409090909
AM,VOTORANTIM,2024-10,2,1,9998.99,0,2024-B5,9998.99
AP,BB,2024-10,3,4,419806.62,0,2024-B5,104951.655
AP,BRADESCO,2024-10,2,1,58022.84,0,2024-B5,58022.84
AP,BRADESCO,2024-10,3,6,338152.15,0,2024-B5,56358.69166666667
AP,NUBANK,2024-10,1,2,12.57,0,2024-B5,6.285
AP,SANTANDER,2024-10,1,1,141.61,0,2024-B5,141.61
AP,SANTANDER,2024-10,3,1,1259.35,0,2024-B5,1259.35
AP,VOTORANTIM,2024-10,2,1,4565.51,0,2024-B5,4565.51
BA,BB,2024-10,1,5,501.78,0,2024-B5,100.356
BA,BB,2024-10,2,1,3049.14,0,2024-B5,3049.14
BA,BB,2024-10,3,15,288982.46,0,2024-B5,19265.497333333336
BA,BRADESCO,2024-10,1,13,7885.35,0,2024-B5,606.5653846153847
BA,BRADESCO,2024-10,2,13,29286.27,0,2024-B5,2252.79
BA,BRADESCO,2024-10,3,71,3933308.69,0,2024-B5,55398.71394366197
BA,BTG PACTUAL,2024-10,1,15,1910.35,0,2024-B5,127.35666666666665
BA,C6 BANK,2024-10,1,2,260.39,0,2024-B5,130.195
BA,C6 BANK,2024-10,2,1,670.76,0,2024-B5,670.76
BA,INTER,2024-10,1,5,466.14,0,2024-B5,93.228
BA,ITAU,2024-10,1,23,1909.26,0,2024-B5,83.01130434782608
