UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,MES,TIPO_DESENROLA,NUMERO_OPERACOES,VOLUME_OPERACOES,CLUSTER,BIMESTRE,TICKET_MEDIO
CE,ITAU,2023-09,2,4031,8993950.05,0,2023-B5,2231.1957454725875
CE,SANTANDER,2023-09,2,4275,17114621.43,0,2023-B5,4003.4202175438595
CE,VOTORANTIM,2023-09,2,158,793590.44,0,2023-B5,5022.724303797468
DF,BB,2023-09,2,402,4293664.24,0,2023-B5,10680.756815920398
DF,BRADESCO,2023-09,2,165,896312.2,0,2023-B5,5432.195151515151
DF,BTG PACTUAL,2023-09,2,36,224265.34,0,2023-B5,6229.592777777778
DF,CAIXA ECONÔMICA FEDERAL,2023-09,2,438,1022097.39,0,2023-B5,2333.5556849315067
DF,INTER,2023-09,2,57,353891.91,0,2023-B5,6208.629999999999
DF,ITAU,2023-09,2,2245,6201974.21,0,2023-B5,2762.5720311804007
DF,SANTANDER,2023-09,2,2527,14338627.35,0,2023-B5,5674.169905025722
DF,VOTORANTIM,2023-09,2,75,442155.81,0,2023-B5,5895.4108
ES,BB,2023-09,2,290,1963787.17,0,2023-B5,6771.679896551724
ES,BRADESCO,2023-09,2,153,1077535.7,0,2023-B5,7042.716993464052
ES,BTG PACTUAL,2023-09,2,15,42593.5,0,2023-B5,2839.5666666666666
ES,CAIXA ECONÔMICA FEDERAL,2023-09,2,362,704697.34,0,2023-B5,1946.6777348066298
ES,INTER,2023-09,2,55,243459.04,0,2023-B5,4426.528
ES,ITAU,2023-09,2,1500,3533464.29,0,2023-B5,2355.64286
ES,SANTANDER,2023-09,2,2054,8620133.12,0,2023-B5,4196.754196689386
ES,VOTORANTIM,2023-09,2,94,562177.05,0,2023-B5,5980.606914893618
GO,BB,2023-09,2,651,4504903.25,0,2023-B5,6919.974270353303
GO,BRADESCO,2023-09,2,325,2090434.13,0,2023-B5,6432.105015384615
GO,BTG PACTUAL,2023-09,2,41,232025.64,0,2023-B5,5659.161951219513
GO,CAIXA ECONÔMICA FEDERAL,2023-09,2,1057,2107102.5,0,2023-B5,1993.4744560075685
GO,INTER,2023-09,2,72,333980.08,0,2023-B5,4638.612222222222
GO,ITAU,2023-09,2,3947,9514032.93,0,2023-B5,2410.4466506207245
GO,SANTANDER,2023-09,2,3695,15471487.28,0,2023-B5,4187.141347767253
GO,VOTORANTIM,2023-09,2,169,1140167.26,0,2023-B5,6746.551834319526
MA,BB,2023-09,2,1095,7656603.96,0,2023-B5,6992.332383561644
MA,BRADESCO,2023-09,2,244,1225995.91,0,2023-B5,5024.5734016393435
MA,BTG PACTUAL,2023-09,2,25,215612.95,0,2023-B5,8624.518
MA,CAIXA ECONÔMICA FEDERAL,2023-09,2,332,548841.04,0,2023-B5,1653.1356626506026
MA,INTER,2023-09,2,28,122828.61,0,2023-B5,4386.736071428571
MA,ITAU,2023-09,2,1435,3128810.9,0,2023-B5,2180.3560278745645
MA,SANTANDER,2023-09,2,1938,7462743.9,0,2023-B5,3850.745046439629
MA,VOTORANTIM,2023-09,2,79,690008.96,0,2023-B5,8734.290632911392
MG,BB,2023-09,2,1790,15773677.22,0,2023-B5,8812.11017877095
MG,BRADESCO,2023-09,2,789,4458719.46,0,2023-B5,5651.101977186312
MG,BTG PACTUAL,2023-09,2,107,679022.67,0,2023-B5,6346.006261682243
MG,CAIXA ECONÔMICA FEDERAL,2023-09,2,1922,3212875.89,0,2023-B5,1671.6315764828305
MG,INTER,2023-09,2,337,1385988.33,0,2023-B5,4112.725014836796
MG,ITAU,2023-09,2,11058,25718594.46,2,2023-B5,2325.79078133478
MG,SANTANDER,2023-09,2,11064,47265965.08,2,2023-B5,4272.050350686913
MG,VOTORANTIM,2023-09,2,550,2955191.21,0,2023-B5,5373.074927272727
MS,BB,2023-09,2,480,3620785.45,0,2023-B5,7543.303020833334
MS,BRADESCO,2023-09,2,252,1919594.43,0,2023-B5,7617.438214285714
MS,BTG PACTUAL,2023-09,2,16,105489.09,0,2023-B5,6593.068125
MS,CAIXA ECONÔMICA FEDERAL,2023-09,2,301,528809.6,0,2023-B5,1756.8425249169434
MS,INTER,2023-09,2,21,145094.22,0,2023-B5,6909.248571428571
MS,ITAU,2023-09,2,996,2474581.2,0,2023-B5,2484.519277108434
MS,SANTANDER,2023-09,2,1796,8284269.0,0,2023-B5,4612.621937639198
MS,VOTORANTIM,2023-09,2,150,1064035.44,0,2023-B5,7093.5696
MT,BB,2023-09,2,533,4248889.03,0,2023-B5,7971.649212007505
MT,BRADESCO,2023-09,2,198,1438372.77,0,2023-B5,7264.50893939394
MT,BTG PACTUAL,2023-09,2,16,150234.67,0,2023-B5,9389.666875
MT,CAIXA ECONÔMICA FEDERAL,2023-09,2,320,598087.41,0,2023-B5,1869.02315625
MT,INTER,2023-09,2,39,229059.22,0,2023-B5,5873.3133333333335
MT,ITAU,2023-09,2,1065,2637745.18,0,2023-B5,2476.7560375586854
MT,SANTANDER,2023-09,2,1517,8007886.41,0,2023-B5,5278.764937376401
MT,VOTORANTIM,2023-09,2,117,841051.37,0,2023-B5,7188.473247863248
PA,BB,2023-09,2,861,5846303.87,0,2023-B5,6790.13225319396
PA,BRADESCO,2023-09,2,353,2274366.28,0,2023-B5,6442.9639660056655
PA,BTG PACTUAL,2023-09,2,38,331040.03,0,2023-B5,8711.579736842106
PA,CAIXA ECONÔMICA FEDERAL,2023-09,2,541,886020.23,0,2023-B5,1637.7453419593346
PA,INTER,2023-09,2,53,165107.94,0,2023-B5,3115.244150943396
PA,ITAU,2023-09,2,2236,4969323.52,0,2023-B5,2222.416601073345
PA,SANTANDER,2023-09,2,2894,10766375.96,0,2023-B5,3720.2404837595027
PA,VOTORANTIM,2023-09,2,104,948571.14,0,2023-B5,9120.876346153846
PB,BB,2023-09,2,498,3257173.64,0,2023-B5,6540.509317269077
PB,BRADESCO,2023-09,2,189,942853.87,0,2023-B5,4988.644814814815
PB,BTG PACTUAL,2023-09,2,27,64130.27,0,2023-B5,2375.195185185185
PB,CAIXA ECONÔMICA FEDERAL,2023-09,2,309,575638.6,0,2023-B5,1862.9080906148868
PB,INTER,2023-09,2,32,103839.54,0,2023-B5,3244.985625
PB,ITAU,2023-09,2,2104,5205231.51,0,2023-B5,2473.9693488593157
PB,SANTANDER,2023-09,2,1991,7823612.17,0,2023-B5,3929.4887845303865
PB,VOTORANTIM,2023-09,2,96,548855.69,0,2023-B5,5717.246770833332
PE,BB,2023-09,2,784,4860974.76,0,2023-B5,6200.222908163265
PE,BRADESCO,2023-09,2,482,3335181.89,0,2023-B5,6919.464502074689
PE,BTG PACTUAL,2023-09,2,65,260209.44,0,2023-B5,4003.222153846154
PE,CAIXA ECONÔMICA FEDERAL,2023-09,2,625,956232.0,0,2023-B5,1529.9712
PE,INTER,2023-09,2,79,360937.79,0,2023-B5,4568.832784810126
PE,ITAU,2023-09,2,5324,12155692.29,0,2023-B5,2283.1878831705485
PE,SANTANDER,2023-09,2,5609,23321350.05,2,2023-B5,4157.844544482083
PE,VOTORANTIM,2023-09,2,133,744659.89,0,2023-B5,5598.9465413533835
PI,BB,2023-09,2,631,4131441.93,0,2023-B5,6547.451553090333
PI,BRADESCO,2023-09,2,96,449874.97,0,2023-B5,4686.197604166667
PI,BTG PACTUAL,2023-09,2,25,59721.69,0,2023-B5,2388.8676
PI,CAIXA ECONÔMICA FEDERAL,2023-09,2,362,685346.6,0,2023-B5,1893.2226519337016
PI,INTER,2023-09,2,26,98649.74,0,2023-B5,3794.2207692307693
PI,ITAU,2023-09,2,1011,2004770.81,0,2023-B5,1982.958269040554
PI,SANTANDER,2023-09,2,1086,4333180.75,0,2023-B5,3990.037523020258
PI,VOTORANTIM,2023-09,2,55,330660.19,0,2023-B5,6012.003454545455
PR,BB,2023-09,2,746,5302897.23,0,2023-B5,7108.441327077749
PR,BRADESCO,2023-09,2,613,3723346.52,0,2023-B5,6073.974747145187
PR,BTG PACTUAL,2023-09,2,79,662399.82,0,2023-B5,8384.807848101265
PR,CAIXA ECONÔMICA FEDERAL,2023-09,2,1800,3980794.24,0,2023-B5,2211.5523555555556
PR,INTER,2023-09,2,105,482557.08,0,2023-B5,4595.781714285715
PR,ITAU,2023-09,2,6872,18317374.47,2,2023-B5,2665.508508440046
PR,SANTANDER,2023-09,2,6827,30130222.41,2,2023-B5,4413.391300717738
PR,VOTORANTIM,2023-09,2,470,3108823.08,0,2023-B5,6614.517191489362
RJ,BB,2023-09,2,1011,7943035.46,0,2023-B5,7856.61272007913
RJ,BCO DO EST. DE SE S.A.,2023-09,2,1,6162.61,0,2023-B5,6162.61
RJ,BRADESCO,2023-09,2,1403,9479765.24,0,2023-B5,6756.782066999287
RJ,BTG PACTUAL,2023-09,2,148,894631.56,0,2023-B5,6044.807837837839
RJ,CAIXA ECONÔMICA FEDERAL,2023-09,2,1446,2612153.72,0,2023-B5,1806.468686030429
RJ,INTER,2023-09,2,157,829127.13,0,2023-B5,5281.064522292993
RJ,ITAU,2023-09,2,18255,43108490.38,2,2023-B5,2361.462086003835
RJ,SANTANDER,2023-09,2,19837,89826566.87,2,2023-B5,4528.233446085598
RJ,VOTORANTIM,2023-09,2,525,3523818.03,0,2023-B5,6712.034342857142
RN,BB,2023-09,2,602,4599890.02,0,2023-B5,7641.013322259136
RN,BRADESCO,2023-09,2,112,592265.74,0,2023-B5,5288.086964285714
RN,BTG PACTUAL,2023-09,2,14,60528.93,0,2023-B5,4323.495
RN,CAIXA ECONÔMICA FEDERAL,2023-09,2,288,633049.22,0,2023-B5,2198.0875694444444
RN,INTER,2023-09,2,44,163417.38,0,2023-B5,3714.031363636364
RN,ITAU,2023-09,2,1735,3814295.99,0,2023-B5,2198.441492795389
RN,SANTANDER,2023-09,2,1764,7344517.43,0,2023-B5,4163.558633786848
RN,VOTORANTIM,2023-09,2,90,441534.5,0,2023-B5,4905.938888888889
RO,BB,2023-09,2,253,3005176.21,0,2023-B5,11878.166837944664
RO,BRADESCO,2023-09,2,54,307511.97,0,2023-B5,5694.666111111111
RO,BTG PACTUAL,2023-09,2,9,25349.27,0,2023-B5,2816.5855555555554
RO,CAIXA ECONÔMICA FEDERAL,2023-09,2,195,364995.24,0,2023-B5,1871.7704615384614
RO,INTER,2023-09,2,16,83554.36,0,2023-B5,5222.1475
RO,ITAU,2023-09,2,342,880191.37,0,2023-B5,2573.658976608187
RO,SANTANDER,2023-09,2,550,2853669.35,0,2023-B5,5188.489727272728
RO,VOTORANTIM,2023-09,2,43,365271.17,0,2023-B5,8494.678372093023
RR,BB,2023-09,2,136,1144900.35,0,2023-B5,8418.38492647059
RR,BRADESCO,2023-09,2,15,128990.25,0,2023-B5,8599.35
RR,BTG PACTUAL,2023-09,2,4,13661.74,0,2023-B5,3415.435
RR,CAIXA ECONÔMICA FEDERAL,2023-09,2,56,147379.2,0,2023-B5,2631.7714285714287
RR,INTER,2023-09,2,5,44723.51,0,2023-B5,8944.702000000001
RR,ITAU,2023-09,2,223,444332.33,0,2023-B5,1992.5216591928252
RR,SANTANDER,2023-09,2,309,822424.59,0,2023-B5,2661.5682524271842
RR,VOTORANTIM,2023-09,2,12,102659.76,0,2023-B5,8554.98
RS,BB,2023-09,2,693,4573961.84,0,2023-B5,6600.233535353535
RS,BRADESCO,2023-09,2,283,1730630.2,0,2023-B5,6115.301060070671
RS,BTG PACTUAL,2023-09,2,76,488761.39,0,2023-B5,6431.070921052632
RS,CAIXA ECONÔMICA FEDERAL,2023-09,2,1746,3873009.44,0,2023-B5,2218.218465063001
RS,INTER,2023-09,2,72,350049.84,0,2023-B5,4861.803333333333
RS,ITAU,2023-09,2,4505,10077748.65,0,2023-B5,2237.014128745838
RS,SANTANDER,2023-09,2,6274,25232073.25,2,2023-B5,4021.688436404208
RS,VOTORANTIM,2023-09,2,313,1914804.19,0,2023-B5,6117.585271565495
SC,BB,2023-09,2,688,5316047.77,0,2023-B5,7726.813619186046
SC,BRADESCO,2023-09,2,287,2200841.89,0,2023-B5,7668.438641114983
SC,BTG PACTUAL,2023-09,2,52,528870.38,0,2023-B5,10170.584230769231
SC,CAIXA ECONÔMICA FEDERAL,2023-09,2,1108,2603545.03,0,2023-B5,2349.76988267148
SC,INTER,2023-09,2,53,202429.74,0,2023-B5,3819.4290566037735
SC,ITAU,2023-09,2,3170,7979399.57,0,2023-B5,2517.1607476340696
SC,SANTANDER,2023-09,2,3411,15424356.44,0,2023-B5,4521.945599530929
SC,VOTORANTIM,2023-09,2,351,2633172.78,0,2023-B5,7501.916752136752
SE,BB,2023-09,2,236,1376166.54,0,2023-B5,5831.214152542373
SE,BCO DO EST. DE SE S.A.,2023-09,2,104,578089.76,0,2023-B5,5558.555384615384
SE,BRADESCO,2023-09,2,56,219046.04,0,2023-B5,3911.5364285714286
SE,BTG PACTUAL,2023-09,2,9,34133.79,0,2023-B5,3792.6433333333334
SE,CAIXA ECONÔMICA FEDERAL,2023-09,2,221,318685.74,0,2023-B5,1442.016923076923
SE,INTER,2023-09,2,11,80264.52,0,2023-B5,7296.774545454546
SE,ITAU,2023-09,2,891,1929433.09,0,2023-B5,2165.46923681257
SE,SANTANDER,2023-09,2,899,3346953.55,0,2023-B5,3722.9739154616236
SE,VOTORANTIM,2023-09,2,41,137712.82,0,2023-B5,3358.849268292683
SP,BB,2023-09,2,3423,24927759.43,2,2023-B5,7282.430449897751
SP,BCO DO EST. DE SE S.A.,2023-09,2,2,10144.96,0,2023-B5,5072.48
SP,BRADESCO,2023-09,2,4195,25481973.61,2,2023-B5,6074.367964243146
SP,BTG PACTUAL,2023-09,2,485,3277894.91,0,2023-B5,6758.546206185567
SP,CAIXA ECONÔMICA FEDERAL,2023-09,2,4422,8263765.51,0,2023-B5,1868.7846019900496
SP,INTER,2023-09,2,582,2921440.47,0,2023-B5,5019.657164948454
SP,ITAU,2023-09,2,41558,107037590.99,1,2023-B5,2575.619399152991
SP,SANTANDER,2023-09,2,46456,214653115.3,1,2023-B5,4620.568178491476
SP,VOTORANTIM,2023-09,2,2147,12367654.67,0,2023-B5,5760.435337680485
TO,BB,2023-09,2,265,2198585.17,0,2023-B5,8296.547811320754
TO,BRADESCO,2023-09,2,78,664320.42,0,2023-B5,8516.928461538462
TO,BTG PACTUAL,2023-09,2,6,36191.19,0,2023-B5,6031.865000000001
TO,CAIXA ECONÔMICA FEDERAL,2023-09,2,138,281874.42,0,2023-B5,2042.5682608695652
TO,INTER,2023-09,2,14,74673.71,0,2023-B5,5333.836428571429
TO,ITAU,2023-09,2,268,485488.43,0,2023-B5,1811.5239925373135
TO,SANTANDER,2023-09,2,396,1479049.68,0,2023-B5,3734.9739393939394
TO,VOTORANTIM,2023-09,2,32,177943.72,0,2023-B5,5560.74125
AC,BB,2023-11,1,153,145430.73,2,2023-B6,950.5276470588236
AC,BB,2023-11,2,20,202378.19,2,2023-B6,10118.9095
AC,BCO TRIANGULO S.A.,2023-11,2,12,13681.44,2,2023-B6,1140.1200000000001
AC,BMG,2023-11,1,112,127483.38,2,2023-B6,1138.2444642857142
AC,BRADESCO,2023-11,1,34,40225.52,2,2023-B6,1183.1035294117646
AC,BRADESCO,2023-11,2,15,76612.61,2,2023-B6,5107.507333333333
AC,BRB,2023-11,1,1,753.3,2,2023-B6,753.3
AC,BTG PACTUAL,2023-11,1,103,127497.68,2,2023-B6,1237.8415533980583
AC,BTG PACTUAL,2023-11,2,4,38273.78,2,2023-B6,9568.445
AC,C6 BANK,2023-11,2,10,10428.8,2,2023-B6,1042.8799999999999
AC,CAIXA ECONÔMICA FEDERAL,2023-11,1,135,147744.25,2,2023-B6,1094.401851851852
AC,CAIXA ECONÔMICA FEDERAL,2023-11,2,45,201370.83,2,2023-B6,4474.907333333333
AC,INTER,2023-11,1,167,185637.42,2,2023-B6,1111.6013173652696
AC,INTER,2023-11,2,5,16991.23,2,2023-B6,3398.246
AC,ITAU,2023-11,1,47,47970.54,2,2023-B6,1020.6497872340426
AC,ITAU,2023-11,2,17,160760.39,2,2023-B6,9456.493529411766
AC,NUBANK,2023-11,1,471,475193.91,2,2023-B6,1008.9042675159235
AC,SANTANDER,2023-11,1,61,56206.03,2,2023-B6,921.4103278688524
AC,SANTANDER,2023-11,2,40,122042.22,2,2023-B6,3051.0555
AC,SICOOB CREDISUL,2023-11,1,6,12133.17,2,2023-B6,2022.195
AC,VOTORANTIM,2023-11,1,4,5259.56,2,2023-B6,1314.89
AC,VOTORANTIM,2023-11,2,3,48702.61,2,2023-B6,16234.203333333333
AL,BANCO SICOOB,2023-11,1,5,8320.07,2,2023-B6,1664.014
AL,BANRISUL,2023-11,1,3,3089.65,2,2023-B6,1029.8833333333334
AL,BB,2023-11,1,252,201380.15,2,2023-B6,799.1275793650793
AL,BB,2023-11,2,48,338086.66,2,2023-B6,7043.472083333333
AL,BCO TRIANGULO S.A.,2023-11,2,14,15405.9,2,2023-B6,1100.4214285714286
AL,BMG,2023-11,1,538,557616.85,2,2023-B6,1036.4625464684013
AL,BRADESCO,2023-11,1,135,116652.02,2,2023-B6,864.0890370370371
AL,BRADESCO,2023-11,2,30,156940.56,2,2023-B6,5231.352
AL,BRB,2023-11,1,8,7170.91,2,2023-B6,896.36375
AL,BTG PACTUAL,2023-11,1,365,361804.06,2,2023-B6,991.244
AL,BTG PACTUAL,2023-11,2,3,36058.82,2,2023-B6,12019.606666666667
AL,C6 BANK,2023-11,1,4,2884.71,2,2023-B6,721.1775
AL,C6 BANK,2023-11,2,122,212927.74,2,2023-B6,1745.309344262295
AL,CAIXA ECONÔMICA FEDERAL,2023-11,1,441,379163.14,2,2023-B6,859.7803628117914
AL,CAIXA ECONÔMICA FEDERAL,2023-11,2,147,377257.57,2,2023-B6,2566.3780272108843
AL,INTER,2023-11,1,898,923198.04,2,2023-B6,1028.0601781737194
AL,INTER,2023-11,2,40,136564.92,2,2023-B6,3414.1230000000005
AL,ITAU,2023-11,1,135,128817.94,2,2023-B6,954.206962962963
AL,ITAU,2023-11,2,207,658633.96,2,2023-B6,3181.806570048309
AL,NUBANK,2023-11,1,1099,913133.48,2,2023-B6,830.8766878980891
AL,SANTANDER,2023-11,1,181,164164.53,2,2023-B6,906.9863535911602
AL,SANTANDER,2023-11,2,133,621573.63,2,2023-B6,4673.485939849624
AL,VOTORANTIM,2023-11,1,20,23485.68,2,2023-B6,1174.284
AL,VOTORANTIM,2023-11,2,11,59776.94,2,2023-B6,5434.267272727273
AM,BANCO SICOOB,2023-11,1,6,6218.79,2,2023-B6,1036.465
AM,BANRISUL,2023-11,1,1,989.83,2,2023-B6,989.83
AM,BB,2023-11,1,352,354907.18,2,2023-B6,1008.259034090909
AM,BB,2023-11,2,39,335505.95,2,2023-B6,8602.716666666667
AM,BCO TRIANGULO S.A.,2023-11,2,46,60124.42,2,2023-B6,1307.0526086956522
AM,BMG,2023-11,1,676,885825.66,2,2023-B6,1310.3929881656804
AM,BRADESCO,2023-11,1,678,713473.12,2,2023-B6,1052.3202359882007
AM,BRADESCO,2023-11,2,220,2070113.43,2,2023-B6,9409.6065
AM,BRB,2023-11,1,12,11742.04,2,2023-B6,978.5033333333334
AM,BTG PACTUAL,2023-11,1,907,1182107.46,2,2023-B6,1303.3158324145534
AM,BTG PACTUAL,2023-11,2,5,10765.69,2,2023-B6,2153.138
AM,C6 BANK,2023-11,1,2,2701.61,2,2023-B6,1350.805
AM,C6 BANK,2023-11,2,126,384058.08,2,2023-B6,3048.08
AM,CAIXA ECONÔMICA FEDERAL,2023-11,1,850,949329.92,2,2023-B6,1116.8587294117647
AM,CAIXA ECONÔMICA FEDERAL,2023-11,2,98,266844.4,2,2023-B6,2722.902040816327
AM,COOP CENTRO NORTE BRASILEIRO,2023-11,1,4,10446.71,2,2023-B6,2611.6775
AM,INTER,2023-11,1,1603,2067404.49,0,2023-B6,1289.7096007485964
AM,INTER,2023-11,2,27,95309.51,2,2023-B6,3529.981851851852
AM,ITAU,2023-11,1,628,753497.23,2,2023-B6,1199.8363535031847
AM,ITAU,2023-11,2,196,610599.66,2,2023-B6,3115.304387755102
AM,NUBANK,2023-11,1,3018,3164938.91,0,2023-B6,1048.6875115970843
AM,SANTANDER,2023-11,1,487,550252.05,2,2023-B6,1129.8810061601644
AM,SANTANDER,2023-11,2,227,1319069.42,2,2023-B6,5810.878502202643
AM,SICOOB AMAZÔNIA,2023-11,1,6,7592.07,2,2023-B6,1265.345
AM,SICOOB CREDISUL,2023-11,1,1,709.33,2,2023-B6,709.33
AM,VOTORANTIM,2023-11,1,30,43554.64,2,2023-B6,1451.8213333333333
AM,VOTORANTIM,2023-11,2,21,151743.64,2,2023-B6,7225.887619047619
AP,BB,2023-11,1,117,95292.54,2,2023-B6,814.4661538461538
AP,BB,2023-11,2,37,410010.97,2,2023-B6,11081.377567567566
AP,BCO TRIANGULO S.A.,2023-11,2,1,1432.61,2,2023-B6,1432.61
AP,BMG,2023-11,1,76,85616.75,2,2023-B6,1126.5361842105262
AP,BRADESCO,2023-11,1,15,16728.22,2,2023-B6,1115.2146666666667
AP,BRADESCO,2023-11,2,11,120765.6,2,2023-B6,10978.69090909091
AP,BRB,2023-11,1,2,874.68,2,2023-B6,437.34
AP,BTG PACTUAL,2023-11,1,94,110111.04,2,2023-B6,1171.3940425531914
AP,BTG PACTUAL,2023-11,2,1,5957.15,2,2023-B6,5957.15
AP,C6 BANK,2023-11,1,1,241.47,2,2023-B6,241.47
AP,C6 BANK,2023-11,2,22,34295.96,2,2023-B6,1558.9072727272726
AP,CAIXA ECONÔMICA FEDERAL,2023-11,1,58,78037.24,2,2023-B6,1345.469655172414
AP,CAIXA ECONÔMICA FEDERAL,2023-11,2,41,143356.61,2,2023-B6,3496.502682926829
AP,INTER,2023-11,1,211,210196.58,2,2023-B6,996.1923222748815
AP,INTER,2023-11,2,15,47097.86,2,2023-B6,3139.8573333333334
AP,ITAU,2023-11,1,44,39025.72,2,2023-B6,886.9481818181819
AP,ITAU,2023-11,2,16,23567.86,2,2023-B6,1472.99125
AP,NUBANK,2023-11,1,272,226338.31,2,2023-B6,832.1261397058823
AP,SANTANDER,2023-11,1,65,65009.6,2,2023-B6,1000.1476923076923
AP,SANTANDER,2023-11,2,37,334132.86,2,2023-B6,9030.617837837837
AP,VOTORANTIM,2023-11,1,4,5245.41,2,2023-B6,1311.3525
AP,VOTORANTIM,2023-11,2,2,9300.25,2,2023-B6,4650.125
BA,BANCO SICOOB,2023-11,1,22,26317.8,2,2023-B6,1196.2636363636364
BA,BANRISUL,2023-11,1,11,8713.69,2,2023-B6,792.1536363636365
BA,BB,2023-11,1,1249,1124057.59,2,2023-B6,899.9660448358687
BA,BB,2023-11,2,195,1389417.88,2,2023-B6,7125.219897435897
BA,BCO TRIANGULO S.A.,2023-11,2,75,103936.62,2,2023-B6,1385.8216
BA,BMG,2023-11,1,1922,2298185.43,0,2023-B6,1195.7260301768993
BA,BRADESCO,2023-11,1,1027,1014518.28,2,2023-B6,987.8464264849075
BA,BRADESCO,2023-11,2,439,2652954.42,2,2023-B6,6043.176355353075
BA,BRB,2023-11,1,31,36349.22,2,2023-B6,1172.5554838709677
BA,BTG PACTUAL,2023-11,1,1836,2037107.9,0,2023-B6,1109.5358932461872
BA,BTG PACTUAL,2023-11,2,21,63199.03,2,2023-B6,3009.477619047619
BA,C6 BANK,2023-11,1,13,11937.91,2,2023-B6,918.3007692307692
BA,C6 BANK,2023-11,2,546,1171855.25,2,2023-B6,2146.2550366300366
BA,CAIXA ECONÔMICA FEDERAL,2023-11,1,2009,1881932.86,0,2023-B6,936.7510502737681
BA,CAIXA ECONÔMICA FEDERAL,2023-11,2,652,1298548.29,2,2023-B6,1991.6384815950921
BA,CC SICOOB COOPEMAR,2023-11,1,2,1209.79,2,2023-B6,604.895
BA,CC SICOOB CRED EXECUTIVO,2023-11,1,2,3437.08,2,2023-B6,1718.54
BA,CC SICOOB CREDCOOP,2023-11,1,1,556.9,2,2023-B6,556.9
BA,CC SICOOB CREDICONQUISTA,2023-11,1,4,7957.87,2,2023-B6,1989.4675
BA,CC SICOOB NORTE SUL,2023-11,1,3,1681.92,2,2023-B6,560.64
BA,INTER,2023-11,1,3353,3706952.05,0,2023-B6,1105.562794512377
BA,INTER,2023-11,2,147,580478.92,2,2023-B6,3948.836190476191
BA,ITAU,2023-11,1,975,1011172.06,2,2023-B6,1037.0995487179487
BA,ITAU,2023-11,2,1042,2715990.97,2,2023-B6,2606.517245681382
BA,NUBANK,2023-11,1,5448,5013412.15,0,2023-B6,920.2298366372981
BA,SANTANDER,2023-11,1,1053,999425.86,2,2023-B6,949.1223741690408
BA,SANTANDER,2023-11,2,1027,4508220.18,2,2023-B6,4389.698325219085
BA,SOC CC SICOOB COOPERE,2023-11,1,7,10428.64,2,2023-B6,1489.8057142857142
BA,VOTORANTIM,2023-11,1,83,91265.5,2,2023-B6,1099.5843373493976
BA,VOTORANTIM,2023-11,2,41,210132.72,2,2023-B6,5125.188292682927
CE,BANCO SICOOB,2023-11,1,6,3802.75,2,2023-B6,633.7916666666666
CE,BANRISUL,2023-11,1,4,2394.24,2,2023-B6,598.56
CE,BB,2023-11,1,1099,928569.49,2,2023-B6,844.9221929026387
CE,BB,2023-11,2,142,1333475.02,2,2023-B6,9390.669154929577
CE,BCO TRIANGULO S.A.,2023-11,2,35,30105.15,2,2023-B6,860.1471428571429
CE,BMG,2023-11,1,1462,1605786.57,0,2023-B6,1098.3492270861834
CE,BRADESCO,2023-11,1,869,829833.14,2,2023-B6,954.9288147295742
CE,BRADESCO,2023-11,2,284,2520500.1,2,2023-B6,8875.000352112676
CE,BRB,2023-11,1,14,11781.61,2,2023-B6,841.5435714285715
CE,BTG PACTUAL,2023-11,1,1391,1507058.14,0,2023-B6,1083.4350395398992
CE,BTG PACTUAL,2023-11,2,8,11784.63,2,2023-B6,1473.07875
CE,C6 BANK,2023-11,1,3,1814.44,2,2023-B6,604.8133333333334
CE,C6 BANK,2023-11,2,344,677150.57,2,2023-B6,1968.4609593023254
CE,CAIXA ECONÔMICA FEDERAL,2023-11,1,1475,1403583.28,0,2023-B6,951.5818847457627
CE,CAIXA ECONÔMICA FEDERAL,2023-11,2,372,880858.95,2,2023-B6,2367.9004032258063
CE,INTER,2023-11,1,3364,3521731.21,0,2023-B6,1046.8879934601664
CE,INTER,2023-11,2,88,405841.91,2,2023-B6,4611.839886363636
CE,ITAU,2023-11,1,744,716629.77,2,2023-B6,963.212056451613
CE,ITAU,2023-11,2,475,1443826.13,2,2023-B6,3039.633957894737
CE,NUBANK,2023-11,1,4827,4334409.22,0,2023-B6,897.9509467578206
CE,SANTANDER,2023-11,1,858,831707.48,2,2023-B6,969.3560372960372
CE,SANTANDER,2023-11,2,528,2567564.19,2,2023-B6,4862.810965909091
CE,VOTORANTIM,2023-11,1,77,84684.6,2,2023-B6,1099.8000000000002
CE,VOTORANTIM,2023-11,2,43,266727.36,2,2023-B6,6202.961860465116
DF,BANCO SICOOB,2023-11,1,15,15001.58,2,2023-B6,1000.1053333333333
DF,BANRISUL,2023-11,1,7,11167.84,2,2023-B6,1595.4057142857143
DF,BB,2023-11,1,540,507589.93,2,2023-B6,939.9813518518519
DF,BB,2023-11,2,66,1101708.1,2,2023-B6,16692.54696969697
DF,BCO TRIANGULO S.A.,2023-11,2,10,17945.3,2,2023-B6,1794.53
DF,BMG,2023-11,1,859,1147027.26,2,2023-B6,1335.305308498254
DF,BRADESCO,2023-11,1,148,146274.08,2,2023-B6,988.3383783783783
DF,BRADESCO,2023-11,2,113,713821.94,2,2023-B6,6317.00831858407
DF,BRB,2023-11,1,257,298783.02,2,2023-B6,1162.5798443579768
DF,BTG PACTUAL,2023-11,1,785,1012598.41,2,2023-B6,1289.9342802547771
